,frog,bird,dog,car,step,murmullo
165,"[[160 0.5 -95]
 [152 0.5 -83]]","[[106 8.5 -79]
 [53 8.5 -74]]",[],[],[],[]
166,"[[103 0.5 -164]
 [91 0.5 -110]]","[[160 3.5 -166]
 [115 3.5 -166]
 [173 3.5 -91]
 [204 3.5 -211]]",[[14 0.5 -230]],[[0 1.0 -7]],[[66 0.5 -216]],[]
167,"[[78 0.5 -146]
 [173 0.5 -117]
 [116 0.5 -143]
 [138 0.5 -153]]","[[115 15.5 -82]
 [122 15.5 -97]
 [60 15.5 -46]]",[],[],[],[]
168,"[[167 0.5 -149]
 [90 0.5 -151]]","[[128 0.5 -136]
 [145 0.5 -120]
 [229 0.5 -18]]",[[10 0.5 -24]],[],[],[[241 1.5 -1]]
169,"[[147 0.5 -138]
 [153 0.5 -160]]","[[99 0.5 -97]
 [60 0.5 -67]]",[],[],[],[]
170,"[[115 0.5 -83]
 [132 0.5 -151]]","[[79 3.5 -170]
 [101 3.5 -140]]",[],[[20 1.0 -240]],[],[]
171,"[[163 0.5 -98]
 [112 0.5 -131]
 [123 0.5 -152]
 [118 0.5 -98]]","[[78 18.5 -107]
 [88 18.5 -132]
 [40 18.5 -30]]",[],[],[],[]
172,"[[172 0.5 -151]
 [83 0.5 -92]
 [88 0.5 -97]]","[[160 0.5 -84]
 [144 0.5 -96]
 [82 0.5 -149]
 [188 0.5 -46]]",[[20 0.5 -22]],[],[[37 0.5 -71]],[]
173,"[[89 0.5 -170]
 [79 0.5 -133]
 [123 0.5 -76]]","[[115 5.5 -81]
 [163 5.5 -93]
 [80 5.5 -169]
 [227 5.5 -247]]",[],[[242 1.0 -14]],[],[]
174,"[[158 0.5 -143]
 [127 0.5 -142]
 [203 0.5 -25]]","[[99 15.5 -84]
 [140 15.5 -91]
 [121 15.5 -132]]",[],[],[],[]
175,"[[169 0.5 -171]
 [113 0.5 -97]
 [152 0.5 -84]]",[[94 14.5 -77]],[[189 0.5 -59]],[],[],[]
176,"[[86 0.5 -115]
 [116 0.5 -147]]","[[145 19.5 -120]
 [111 19.5 -131]
 [140 19.5 -75]]",[],[],[],[]
177,"[[87 0.5 -154]
 [128 0.5 -117]]","[[141 14.5 -106]
 [167 14.5 -164]
 [218 14.5 -49]]",[],[],[],[]
178,"[[84 0.5 -122]
 [174 0.5 -160]
 [139 0.5 -99]]",[[167 16.5 -108]],[],[],[],[]
179,"[[165 0.5 -117]
 [148 0.5 -156]]","[[115 12.5 -116]
 [46 12.5 -41]]",[],[[24 1.0 -227]],[],[]
180,"[[102 0.5 -130]
 [96 0.5 -142]
 [98 0.5 -119]]",[[114 3.5 -84]],[[193 0.5 -28]],[],[],[]
181,"[[81 0.5 -170]
 [165 0.5 -78]
 [116 0.5 -129]
 [89 0.5 -100]]","[[84 10.5 -115]
 [134 10.5 -102]
 [68 10.5 -216]]",[[239 0.5 -238]],[],[[219 0.5 -57]],[]
182,"[[76 0.5 -91]
 [95 0.5 -110]
 [151 0.5 -94]
 [80 0.5 -139]]","[[127 12.5 -150]
 [131 12.5 -156]
 [131 12.5 -115]
 [176 12.5 -54]]",[[22 0.5 -235]],[],[],[[219 1.5 -183]]
183,"[[159 0.5 -79]
 [167 0.5 -134]
 [106 0.5 -78]]","[[138 17.5 -86]
 [169 17.5 -154]
 [74 17.5 -211]]",[[3 0.5 -244]],[],[],[]
184,"[[79 0.5 -164]
 [77 0.5 -119]]","[[123 6.5 -76]
 [187 6.5 -184]]",[[244 0.5 -3]],[],[],[]
185,"[[81 0.5 -81]
 [163 0.5 -169]]","[[160 11.5 -79]
 [130 11.5 -123]]",[],[],[],[]
186,"[[170 0.5 -106]
 [130 0.5 -100]]","[[131 13.5 -118]
 [116 13.5 -82]
 [185 13.5 -30]]",[],[],[],[]
187,"[[107 0.5 -149]
 [166 0.5 -168]
 [94 0.5 -131]]","[[174 15.5 -84]
 [148 15.5 -156]]",[],[],[],[]
188,"[[135 0.5 -90]
 [140 0.5 -142]]","[[118 14.5 -132]
 [223 14.5 -188]
 [10 14.5 -247]]",[],[],[],[]
189,"[[173 0.5 -79]
 [157 0.5 -87]
 [127 0.5 -153]
 [153 0.5 -169]]","[[147 12.5 -89]
 [160 12.5 -77]
 [74 12.5 -56]
 [226 12.5 -4]]",[],[],[],[]
190,"[[145 0.5 -142]
 [119 0.5 -85]
 [115 0.5 -138]
 [174 0.5 -127]]","[[116 14.5 -174]
 [90 14.5 -100]
 [81 14.5 -174]]",[[229 0.5 -244]],[],[[24 0.5 -17]],[]
191,"[[112 0.5 -160]
 [141 0.5 -171]
 [75 0.5 -148]
 [149 0.5 -138]]","[[127 17.5 -171]
 [90 17.5 -129]
 [81 17.5 -107]
 [204 17.5 -32]]",[],[],[],[[189 1.5 -183]]
192,"[[135 0.5 -82]
 [173 0.5 -143]
 [166 0.5 -166]]","[[141 12.5 -97]
 [136 12.5 -83]
 [191 12.5 -214]]",[[246 0.5 -7]],[],[],[]
193,"[[148 0.5 -168]
 [174 0.5 -152]]",[[168 7.5 -95]],[],[],[[190 0.5 -34]],[[50 1.5 -65]]
194,"[[104 0.5 -105]
 [146 0.5 -150]
 [85 0.5 -79]
 [119 0.5 -110]]",[[144 17.5 -169]],[],[],"[[52 0.5 -215]
 [226 0.5 -239]]",[]
195,"[[146 0.5 -127]
 [77 0.5 -99]]","[[82 0.5 -116]
 [79 0.5 -145]
 [2 0.5 -5]]",[[23 0.5 -10]],[],[],[]
196,"[[131 0.5 -150]
 [110 0.5 -90]
 [87 0.5 -158]]","[[153 1.5 -105]
 [172 1.5 -148]
 [160 1.5 -169]]",[[12 0.5 -238]],[],[],[]
197,"[[128 0.5 -80]
 [87 0.5 -149]]","[[170 5.5 -132]
 [94 5.5 -117]
 [108 5.5 -122]
 [53 5.5 -32]]",[],[],[],[]
198,"[[132 0.5 -79]
 [169 0.5 -93]]","[[77 14.5 -93]
 [158 14.5 -108]
 [43 14.5 -58]]",[],[],[[224 0.5 -58]],[[236 1.5 -237]]
199,"[[94 0.5 -119]
 [137 0.5 -96]
 [147 0.5 -117]]","[[167 9.5 -119]
 [123 9.5 -157]
 [86 9.5 -131]
 [33 9.5 -74]]",[[7 0.5 -4]],[],[],[]
200,"[[166 0.5 -92]
 [110 0.5 -116]
 [134 0.5 -161]
 [140 0.5 -153]]",[[101 8.5 -136]],[],[[13 1.0 -228]],[],[]
201,"[[113 0.5 -151]
 [148 0.5 -164]
 [134 0.5 -144]]","[[93 1.5 -100]
 [246 1.5 -233]]",[],[[237 1.0 -247]],[],[]
202,"[[106 0.5 -148]
 [123 0.5 -146]
 [54 0.5 -30]]","[[150 7.5 -159]
 [94 7.5 -148]]",[],[],[[47 0.5 -176]],[[46 1.5 -74]]
203,"[[142 0.5 -86]
 [106 0.5 -156]]","[[103 5.5 -109]
 [187 5.5 -59]]",[],[[241 1.0 -4]],[],[]
204,"[[133 0.5 -171]
 [142 0.5 -159]
 [132 0.5 -105]]","[[143 15.5 -144]
 [188 15.5 -211]]",[[226 0.5 -233]],[],[],[]
205,"[[138 0.5 -163]
 [91 0.5 -173]]","[[150 3.5 -110]
 [111 3.5 -117]
 [135 3.5 -156]
 [62 3.5 -52]]",[],[],[[238 0.5 -245]],[]
206,"[[92 0.5 -133]
 [151 0.5 -147]]","[[76 17.5 -128]
 [106 17.5 -103]
 [169 17.5 -173]
 [191 17.5 -212]]",[[230 0.5 -236]],[[243 1.0 -239]],[[36 0.5 -207]],[]
207,"[[168 0.5 -128]
 [98 0.5 -121]]","[[90 10.5 -137]
 [111 10.5 -118]
 [40 10.5 -60]]",[],[],[[199 0.5 -44]],[]
208,"[[120 0.5 -109]
 [157 0.5 -84]
 [83 0.5 -140]]",[[172 0.5 -91]],[],[],[[11 0.5 -7]],[[10 1.5 -242]]
209,"[[149 0.5 -100]
 [160 0.5 -171]
 [151 0.5 -152]
 [103 0.5 -78]]",[[169 16.5 -111]],[],[],[],[]
210,"[[85 0.5 -104]
 [82 0.5 -83]
 [160 0.5 -131]
 [80 0.5 -167]]","[[115 2.5 -140]
 [39 2.5 -188]]",[],[],[],[]
211,"[[118 0.5 -116]
 [89 0.5 -138]]","[[155 13.5 -172]
 [39 13.5 -62]]",[[239 0.5 -11]],[],[],[[237 1.5 -235]]
212,"[[152 0.5 -115]
 [85 0.5 -142]
 [114 0.5 -110]
 [79 0.5 -141]]","[[158 17.5 -130]
 [29 17.5 -45]]",[[232 0.5 -247]],[],"[[63 0.5 -64]
 [240 0.5 -16]]",[]
213,"[[84 0.5 -77]
 [97 0.5 -81]
 [132 0.5 -127]]","[[119 5.5 -157]
 [101 5.5 -123]
 [216 5.5 -37]]",[[21 0.5 -19]],[],[],[[25 1.5 -182]]
214,"[[148 0.5 -164]
 [138 0.5 -171]
 [140 0.5 -96]]",[[107 11.5 -128]],[],[],[],[[14 1.5 -234]]
215,"[[122 0.5 -160]
 [148 0.5 -98]
 [114 0.5 -144]]",[[151 18.5 -108]],[],[],[],[]
216,"[[155 0.5 -112]
 [91 0.5 -129]
 [91 0.5 -108]]",[[164 17.5 -123]],[],[],[],[]
217,"[[85 0.5 -153]
 [115 0.5 -81]
 [81 0.5 -91]
 [54 0.5 -211]]","[[78 6.5 -173]
 [154 6.5 -78]
 [144 6.5 -155]
 [38 6.5 -68]]",[],[],[],[]
218,"[[120 0.5 -102]
 [94 0.5 -97]
 [66 0.5 -50]]","[[81 14.5 -165]
 [53 14.5 -224]]",[],[],[],[]
219,"[[156 0.5 -114]
 [114 0.5 -100]]","[[100 11.5 -120]
 [174 11.5 -109]
 [224 11.5 -40]]",[],[],[[9 0.5 -238]],[]
220,"[[134 0.5 -112]
 [148 0.5 -89]
 [75 0.5 -78]]",[[169 19.5 -81]],[[13 0.5 -24]],[[240 1.0 -249]],[],[]
221,"[[123 0.5 -83]
 [158 0.5 -174]]",[[162 7.5 -166]],[],[],[],[]
222,"[[98 0.5 -146]
 [173 0.5 -161]
 [122 0.5 -149]]",[[111 14.5 -75]],[[234 0.5 -17]],[],[],[]
223,"[[92 0.5 -82]
 [148 0.5 -87]
 [129 0.5 -133]
 [161 0.5 -140]]","[[81 0.5 -168]
 [89 0.5 -76]
 [82 0.5 -133]
 [45 0.5 -42]]",[],[],[],[]
224,"[[86 0.5 -159]
 [108 0.5 -135]]","[[150 15.5 -100]
 [157 15.5 -110]
 [147 15.5 -97]
 [33 15.5 -46]]",[],[],[],[]
225,"[[77 0.5 -164]
 [134 0.5 -77]
 [78 0.5 -105]
 [47 0.5 -42]]","[[157 15.5 -107]
 [143 15.5 -157]
 [204 15.5 -46]]",[[231 0.5 -23]],[],[[179 0.5 -196]],[]
226,"[[142 0.5 -128]
 [132 0.5 -95]]","[[121 8.5 -114]
 [130 8.5 -146]
 [172 8.5 -123]]",[[3 0.5 -19]],[],[],[]
227,"[[120 0.5 -93]
 [90 0.5 -149]]","[[87 13.5 -113]
 [192 13.5 -212]]",[],[[0 1.0 -12]],[],[[233 1.5 -229]]
228,"[[75 0.5 -91]
 [104 0.5 -139]]",[[164 5.5 -131]],[],[],[[11 0.5 -9]],[[188 1.5 -224]]
229,"[[107 0.5 -165]
 [163 0.5 -139]
 [95 0.5 -158]
 [169 0.5 -79]]","[[92 1.5 -113]
 [103 1.5 -129]
 [80 1.5 -148]]","[[57 0.5 -186]
 [3 0.5 -14]]",[],[[240 0.5 -1]],[]
230,"[[135 0.5 -121]
 [144 0.5 -135]
 [86 0.5 -101]]","[[84 5.5 -150]
 [187 5.5 -188]]",[],[],[],[]
231,"[[144 0.5 -129]
 [89 0.5 -166]
 [105 0.5 -111]]","[[107 10.5 -137]
 [61 10.5 -62]]",[[249 0.5 -246]],[],[[232 0.5 -236]],[]
232,"[[174 0.5 -83]
 [152 0.5 -146]]","[[142 15.5 -128]
 [96 15.5 -143]]",[[187 0.5 -60]],[],[],[[197 1.5 -224]]
233,"[[81 0.5 -167]
 [90 0.5 -119]]","[[156 10.5 -157]
 [152 10.5 -90]
 [28 10.5 -54]]",[[227 0.5 -241]],[],[],[]
234,"[[116 0.5 -133]
 [115 0.5 -172]
 [88 0.5 -102]]","[[159 14.5 -148]
 [54 14.5 -178]
 [234 14.5 -231]]",[[1 0.5 -3]],[],[],[]
235,"[[164 0.5 -119]
 [92 0.5 -156]
 [158 0.5 -106]
 [138 0.5 -138]]","[[170 11.5 -168]
 [97 11.5 -93]
 [107 11.5 -151]]",[],[],[],[[211 1.5 -200]]
236,"[[102 0.5 -101]
 [128 0.5 -82]
 [135 0.5 -123]]","[[146 9.5 -98]
 [140 9.5 -101]
 [181 9.5 -177]]",[],[],[],[]
237,"[[83 0.5 -99]
 [100 0.5 -99]]","[[150 12.5 -130]
 [156 12.5 -97]
 [63 12.5 -191]]","[[45 0.5 -196]
 [232 0.5 -241]]",[],[],[]
238,"[[122 0.5 -164]
 [174 0.5 -106]
 [142 0.5 -169]]","[[113 11.5 -76]
 [142 11.5 -148]]",[[16 0.5 -5]],[],[],[]
239,"[[108 0.5 -101]
 [143 0.5 -98]]","[[138 4.5 -133]
 [78 4.5 -75]
 [113 4.5 -121]
 [34 4.5 -53]
 [227 4.5 -18]]",[],[],[],[]
240,"[[104 0.5 -146]
 [77 0.5 -109]]",[[147 13.5 -134]],[],[],[],[]
241,"[[146 0.5 -144]
 [174 0.5 -139]]","[[85 13.5 -133]
 [196 13.5 -46]
 [7 13.5 -9]]",[[228 0.5 -2]],[],[],[]
242,"[[93 0.5 -96]
 [159 0.5 -153]
 [148 0.5 -143]]",[[118 10.5 -116]],[],[],[],[[227 1.5 -234]]
243,"[[116 0.5 -120]
 [118 0.5 -97]
 [106 0.5 -78]
 [144 0.5 -112]]","[[141 10.5 -130]
 [81 10.5 -131]
 [189 10.5 -195]]",[],[],[],[[243 1.5 -237]]
244,"[[152 0.5 -109]
 [159 0.5 -135]
 [140 0.5 -127]]","[[100 1.5 -172]
 [139 1.5 -161]]",[[6 0.5 -236]],[],[],[]
245,"[[77 0.5 -135]
 [85 0.5 -105]]","[[153 16.5 -82]
 [103 16.5 -86]
 [95 16.5 -151]]",[],[],[],[]
246,"[[84 0.5 -116]
 [165 0.5 -122]
 [119 0.5 -172]]","[[94 5.5 -88]
 [166 5.5 -128]
 [54 5.5 -47]]",[],[[227 1.0 -18]],"[[39 0.5 -218]
 [236 0.5 -17]]",[]
247,"[[84 0.5 -94]
 [90 0.5 -115]]",[[110 10.5 -91]],[],[],[],[[185 1.5 -183]]
248,"[[111 0.5 -139]
 [146 0.5 -155]]",[[117 10.5 -88]],[[35 0.5 -191]],[],[],[]
249,"[[170 0.5 -146]
 [131 0.5 -154]]",[[136 16.5 -80]],[[233 0.5 -248]],[],[],[]
250,"[[145 0.5 -140]
 [143 0.5 -127]
 [97 0.5 -173]
 [119 0.5 -110]]",[[137 8.5 -162]],[],[],[],[]
251,"[[103 0.5 -134]
 [145 0.5 -136]]","[[139 7.5 -84]
 [92 7.5 -167]]",[],[],[],[]
252,"[[173 0.5 -118]
 [137 0.5 -132]]","[[98 15.5 -81]
 [110 15.5 -171]
 [198 15.5 -178]
 [3 15.5 -13]]",[[0 0.5 -228]],[],[],[]
253,"[[127 0.5 -80]
 [96 0.5 -163]]","[[134 10.5 -77]
 [105 10.5 -169]
 [83 10.5 -112]
 [210 10.5 -190]]",[],[],[],[]
254,"[[101 0.5 -127]
 [91 0.5 -154]]","[[163 10.5 -118]
 [60 10.5 -52]]",[],[],[[20 0.5 -229]],[]
255,"[[80 0.5 -167]
 [131 0.5 -170]
 [160 0.5 -145]
 [50 0.5 -53]]",[[115 18.5 -128]],[],[],[],[]
256,"[[141 0.5 -115]
 [87 0.5 -127]
 [105 0.5 -167]
 [138 0.5 -95]]","[[105 10.5 -133]
 [118 10.5 -105]
 [148 10.5 -160]
 [220 10.5 -43]]",[[65 0.5 -203]],[],[],[]
257,"[[112 0.5 -171]
 [138 0.5 -161]
 [152 0.5 -113]]","[[149 13.5 -82]
 [83 13.5 -117]]",[],[],[],[]
258,"[[153 0.5 -97]
 [173 0.5 -169]
 [81 0.5 -132]
 [202 0.5 -198]]","[[166 5.5 -128]
 [131 5.5 -91]
 [211 5.5 -26]]",[],[],[],[]
259,"[[109 0.5 -88]
 [123 0.5 -83]
 [86 0.5 -98]]","[[144 6.5 -168]
 [213 6.5 -63]]",[[39 0.5 -31]],[],[],[[178 1.5 -26]]
260,"[[174 0.5 -112]
 [82 0.5 -108]]","[[136 19.5 -163]
 [141 19.5 -136]
 [94 19.5 -146]
 [226 19.5 -240]]",[],[],[],[]
261,"[[75 0.5 -83]
 [118 0.5 -111]
 [151 0.5 -170]
 [154 0.5 -133]]","[[142 14.5 -106]
 [113 14.5 -114]
 [47 14.5 -73]]",[],[],[],[]
262,"[[160 0.5 -163]
 [162 0.5 -173]]","[[101 14.5 -135]
 [122 14.5 -135]
 [163 14.5 -118]]",[],[],[],[]
263,"[[136 0.5 -76]
 [129 0.5 -144]]","[[157 8.5 -123]
 [196 8.5 -64]]",[[203 0.5 -199]],[],[],[]
264,"[[111 0.5 -135]
 [156 0.5 -146]
 [146 0.5 -89]
 [171 0.5 -139]]","[[127 15.5 -173]
 [71 15.5 -64]]",[[190 0.5 -217]],[],[[2 0.5 -226]],[]
265,"[[111 0.5 -130]
 [135 0.5 -128]]","[[144 3.5 -138]
 [166 3.5 -92]
 [221 3.5 -178]]",[],[],[],[]
266,"[[127 0.5 -77]
 [92 0.5 -85]]","[[143 16.5 -163]
 [183 16.5 -35]]",[],[[227 1.0 -232]],[],[]
267,"[[84 0.5 -137]
 [154 0.5 -86]]","[[165 12.5 -132]
 [142 12.5 -157]
 [121 12.5 -136]
 [34 12.5 -196]]",[],[],[],[]
268,"[[86 0.5 -110]
 [155 0.5 -146]
 [137 0.5 -100]]","[[139 12.5 -167]
 [95 12.5 -133]
 [119 12.5 -107]]",[[21 0.5 -237]],[],[],[]
269,"[[156 0.5 -79]
 [114 0.5 -96]]","[[165 6.5 -107]
 [160 6.5 -78]
 [50 6.5 -53]]",[[20 0.5 -238]],[],[[187 0.5 -31]],"[[198 1.5 -56]
 [24 1.5 -3]]"
270,"[[146 0.5 -142]
 [96 0.5 -91]]",[[79 2.5 -137]],"[[177 0.5 -204]
 [1 0.5 -242]]",[],[],[]
271,"[[154 0.5 -81]
 [84 0.5 -118]]","[[127 5.5 -118]
 [58 5.5 -191]]",[[23 0.5 -10]],[],[],[]
272,"[[95 0.5 -171]
 [139 0.5 -147]
 [181 0.5 -186]]",[[104 13.5 -156]],[[243 0.5 -7]],[[238 1.0 -21]],[],[[7 1.5 -16]]
273,"[[121 0.5 -86]
 [91 0.5 -77]]","[[156 15.5 -168]
 [114 15.5 -151]]",[],[],[],[[213 1.5 -48]]
274,"[[150 0.5 -82]
 [169 0.5 -111]
 [77 0.5 -159]
 [137 0.5 -82]]","[[117 1.5 -94]
 [87 1.5 -79]
 [61 1.5 -185]]",[],[],[],[]
275,"[[147 0.5 -156]
 [144 0.5 -143]]","[[168 5.5 -85]
 [218 5.5 -194]]",[],[],[[22 0.5 -231]],[]
276,"[[144 0.5 -106]
 [93 0.5 -100]
 [118 0.5 -110]]","[[116 19.5 -107]
 [106 19.5 -150]]",[],[],[],[]
277,"[[163 0.5 -120]
 [84 0.5 -111]]",[[122 2.5 -141]],[],[],[],[]
278,"[[120 0.5 -90]
 [134 0.5 -79]]","[[101 7.5 -113]
 [87 7.5 -172]]",[[22 0.5 -247]],[],[[227 0.5 -2]],[]
279,"[[172 0.5 -167]
 [131 0.5 -75]]",[[102 15.5 -103]],[[239 0.5 -231]],[],[],[]
280,"[[172 0.5 -102]
 [106 0.5 -164]
 [97 0.5 -121]
 [84 0.5 -131]]","[[169 7.5 -78]
 [33 7.5 -40]]",[],[],[],[]
281,"[[94 0.5 -104]
 [104 0.5 -130]
 [151 0.5 -120]
 [223 0.5 -59]]","[[116 17.5 -92]
 [38 17.5 -178]]",[],[],[],[[189 1.5 -191]]
282,"[[144 0.5 -147]
 [113 0.5 -164]
 [136 0.5 -117]]","[[108 6.5 -89]
 [134 6.5 -88]]",[],[],[[202 0.5 -218]],[]
283,"[[143 0.5 -76]
 [152 0.5 -80]
 [102 0.5 -81]]","[[161 13.5 -140]
 [60 13.5 -217]]",[],[],[],[[238 1.5 -243]]
284,"[[77 0.5 -96]
 [121 0.5 -169]]",[[146 17.5 -130]],[[227 0.5 -4]],[],[],[]
285,"[[103 0.5 -77]
 [166 0.5 -144]
 [73 0.5 -71]]","[[165 6.5 -88]
 [141 6.5 -123]]",[],[],[],[]
286,"[[140 0.5 -145]
 [147 0.5 -115]]","[[81 14.5 -109]
 [153 14.5 -151]
 [113 14.5 -84]]",[[241 0.5 -8]],[],[],[]
287,"[[162 0.5 -149]
 [86 0.5 -172]]","[[111 6.5 -105]
 [149 6.5 -136]
 [58 6.5 -58]]",[],[],[],[]
288,"[[88 0.5 -154]
 [133 0.5 -75]
 [177 0.5 -40]]","[[159 17.5 -161]
 [84 17.5 -75]
 [188 17.5 -68]]",[[240 0.5 -244]],[[228 1.0 -10]],[],[[192 1.5 -214]]
289,"[[86 0.5 -100]
 [145 0.5 -92]]","[[88 1.5 -84]
 [166 1.5 -139]
 [206 1.5 -203]]",[],[],[],[[71 1.5 -52]]
290,"[[87 0.5 -132]
 [129 0.5 -165]
 [83 0.5 -144]]","[[83 5.5 -154]
 [75 5.5 -129]
 [38 5.5 -215]]",[],[[246 1.0 -232]],[],[]
291,"[[105 0.5 -151]
 [151 0.5 -134]]","[[123 7.5 -165]
 [147 7.5 -88]
 [134 7.5 -99]]",[],[],[],[]
292,"[[154 0.5 -77]
 [144 0.5 -147]
 [140 0.5 -134]
 [211 0.5 -73]]","[[164 7.5 -104]
 [96 7.5 -102]
 [100 7.5 -103]
 [63 7.5 -37]]",[[24 0.5 -1]],[],[],[]
293,"[[114 0.5 -168]
 [165 0.5 -111]]",[[157 18.5 -155]],[[43 0.5 -54]],[],[],[]
294,"[[84 0.5 -79]
 [105 0.5 -82]
 [146 0.5 -122]
 [162 0.5 -92]
 [70 0.5 -41]]","[[136 1.5 -119]
 [78 1.5 -135]
 [97 1.5 -94]]",[[11 0.5 -230]],[],[],[]
295,"[[109 0.5 -99]
 [91 0.5 -133]
 [86 0.5 -173]]","[[128 16.5 -170]
 [106 16.5 -157]
 [87 16.5 -107]
 [65 16.5 -37]]",[],[],[],[]
296,"[[149 0.5 -156]
 [83 0.5 -153]
 [107 0.5 -143]
 [110 0.5 -76]]","[[167 4.5 -162]
 [214 4.5 -51]]",[[240 0.5 -234]],[],[],[[248 1.5 -19]]
297,"[[174 0.5 -154]
 [132 0.5 -157]]","[[84 19.5 -114]
 [77 19.5 -110]
 [83 19.5 -174]]",[],[],[],[]
298,"[[138 0.5 -98]
 [127 0.5 -97]]","[[149 16.5 -142]
 [166 16.5 -87]]",[],[],[],[]
299,"[[145 0.5 -110]
 [92 0.5 -146]
 [28 0.5 -213]]","[[100 2.5 -106]
 [74 2.5 -208]]",[[46 0.5 -185]],[],[],[]
300,"[[104 0.5 -142]
 [146 0.5 -94]]","[[103 4.5 -159]
 [113 4.5 -143]
 [105 4.5 -115]]",[],[],[],[]
301,"[[80 0.5 -99]
 [87 0.5 -168]
 [101 0.5 -99]
 [95 0.5 -134]]","[[146 0.5 -153]
 [163 0.5 -162]
 [220 0.5 -183]]",[],[],[],[]
302,"[[132 0.5 -146]
 [139 0.5 -151]]","[[116 17.5 -108]
 [105 17.5 -151]]",[],[],[],[]
303,"[[86 0.5 -121]
 [137 0.5 -102]]","[[93 19.5 -121]
 [77 19.5 -85]
 [215 19.5 -70]]",[[180 0.5 -69]],[],[],[[227 1.5 -15]]
304,"[[107 0.5 -140]
 [163 0.5 -161]]","[[117 12.5 -104]
 [213 12.5 -74]]",[[230 0.5 -237]],[],[],[[176 1.5 -205]]
305,"[[79 0.5 -109]
 [104 0.5 -103]]","[[171 14.5 -118]
 [135 14.5 -111]
 [91 14.5 -149]
 [211 14.5 -34]]",[[50 0.5 -63]],[],[],[]
306,"[[76 0.5 -121]
 [122 0.5 -152]
 [112 0.5 -85]]","[[159 14.5 -136]
 [57 14.5 -215]]",[[9 0.5 -230]],[],[],[]
307,"[[129 0.5 -92]
 [94 0.5 -85]]","[[82 2.5 -174]
 [95 2.5 -151]
 [171 2.5 -153]]",[],[],[],[[241 1.5 -16]]
308,"[[110 0.5 -136]
 [138 0.5 -107]
 [157 0.5 -153]
 [112 0.5 -119]]","[[113 6.5 -82]
 [115 6.5 -98]
 [190 6.5 -69]
 [226 6.5 -229]]",[],[],[],[]
309,"[[164 0.5 -117]
 [173 0.5 -114]
 [136 0.5 -111]]","[[167 9.5 -90]
 [97 9.5 -91]
 [220 9.5 -181]]",[],[],[],[]
310,"[[109 0.5 -158]
 [80 0.5 -97]]",[[131 2.5 -119]],[],[],[],[]
311,"[[98 0.5 -149]
 [144 0.5 -106]]",[[89 16.5 -123]],[],[],[],[]
312,"[[93 0.5 -122]
 [133 0.5 -172]]","[[78 11.5 -152]
 [89 11.5 -86]
 [170 11.5 -107]
 [63 11.5 -54]]",[],[],[],"[[185 1.5 -189]
 [235 1.5 -15]]"
313,"[[172 0.5 -162]
 [99 0.5 -89]]",[[114 14.5 -81]],[[2 0.5 -12]],[],[],[]
314,"[[173 0.5 -123]
 [138 0.5 -137]
 [95 0.5 -102]]",[[116 16.5 -76]],[[241 0.5 -7]],[],[],[]
315,"[[120 0.5 -78]
 [121 0.5 -88]
 [123 0.5 -87]
 [173 0.5 -84]
 [206 0.5 -212]]",[[163 7.5 -97]],[],[],[],[]
316,"[[98 0.5 -82]
 [98 0.5 -83]
 [111 0.5 -145]
 [97 0.5 -140]]","[[133 16.5 -138]
 [129 16.5 -108]]",[],[],[],[[246 1.5 -228]]
317,"[[123 0.5 -102]
 [109 0.5 -85]
 [166 0.5 -120]]","[[128 12.5 -131]
 [138 12.5 -136]]",[],[],[],[[227 1.5 -23]]
318,"[[155 0.5 -149]
 [136 0.5 -104]
 [76 0.5 -137]]","[[117 15.5 -134]
 [159 15.5 -158]
 [223 15.5 -63]]",[[229 0.5 -227]],[],[],[]
319,"[[169 0.5 -172]
 [148 0.5 -114]]","[[154 9.5 -161]
 [139 9.5 -112]
 [129 9.5 -151]
 [51 9.5 -44]]",[],[],[[239 0.5 -16]],[]
320,"[[98 0.5 -88]
 [168 0.5 -111]]",[[80 8.5 -130]],[],[],[],"[[178 1.5 -38]
 [1 1.5 -240]]"
321,"[[107 0.5 -150]
 [93 0.5 -122]
 [86 0.5 -158]]","[[116 15.5 -131]
 [222 15.5 -217]]",[[245 0.5 -238]],[],"[[64 0.5 -57]
 [9 0.5 -12]]",[]
322,"[[117 0.5 -93]
 [146 0.5 -121]
 [77 0.5 -75]
 [144 0.5 -144]]","[[153 2.5 -121]
 [102 2.5 -133]]",[],[],[],[]
323,"[[82 0.5 -114]
 [111 0.5 -141]
 [32 0.5 -185]]","[[86 1.5 -98]
 [46 1.5 -64]]",[],[],[],[[63 1.5 -67]]
324,"[[94 0.5 -90]
 [97 0.5 -99]]",[[80 2.5 -107]],[[36 0.5 -177]],[],[],[]
325,"[[134 0.5 -136]
 [86 0.5 -146]
 [141 0.5 -135]
 [44 0.5 -46]]",[[131 3.5 -87]],[],[],[],[]
326,"[[148 0.5 -75]
 [110 0.5 -137]
 [118 0.5 -143]]","[[149 3.5 -145]
 [177 3.5 -185]]",[],[],[],[]
327,"[[96 0.5 -154]
 [112 0.5 -87]
 [59 0.5 -219]]","[[158 12.5 -79]
 [159 12.5 -95]]",[[12 0.5 -230]],[],[],[]
